sensor,provider_asset_type,gsd,capture_date,off_nadir_angle,pan_resolution,sun_azimuth,sun_elevation,target_azimuth,disaster,disaster_type,catalog_id,original_width,original_height,width,height,id,img_name,centroid_x,centroid_y,path,no-damage,un-classified,destroyed,major-damage
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMyMA.P3gg1zSJAkGXZx-8hk8vI6He1wA,sunda-tsunami_00000053_post_disaster.png,105.82603063999368,-6.362806618905576,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000053_post_disaster.json,136.0,22.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMyMg.OudmQpod_sb-gDHtB0HfH61ruJ4,sunda-tsunami_00000054_post_disaster.png,105.82615130155364,-6.399894879313353,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000054_post_disaster.json,1.0,1.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMyNA.2CDuSPl4ljkLJUndBK6r86ivZ1o,sunda-tsunami_00000055_post_disaster.png,105.82715168837159,-6.37214483368738,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000055_post_disaster.json,882.0,24.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMyNg.XRH3c1GB8E2O7R4qh75X-EZ11HI,sunda-tsunami_00000056_post_disaster.png,105.8269695413154,-6.353388045424824,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000056_post_disaster.json,136.0,157.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMyOA.8LjpPFTDESAgBQjvab02tD2q2O8,sunda-tsunami_00000057_post_disaster.png,105.83339631856613,-6.36230039124499,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000057_post_disaster.json,12.0,32.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMzMA.gLCZc4YdTr3gQCWT3DPxVPNR3Jw,sunda-tsunami_00000058_post_disaster.png,105.83256013853548,-6.401100319376369,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000058_post_disaster.json,14.0,5.0,2.0,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMzMg.wKsNN-I_hHidMK9YuH-D__UpUHU,sunda-tsunami_00000059_post_disaster.png,105.83174429533692,-6.371863735674795,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000059_post_disaster.json,770.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMzNA.Wn1YJUqkUew6Wi8ikG9CD_qc-m8,sunda-tsunami_00000060_post_disaster.png,105.83154778561098,-6.35244899789724,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000060_post_disaster.json,144.0,48.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMzNg.gr2KFlmCTPeWauIQPPKzW8XBi-c,sunda-tsunami_00000061_post_disaster.png,105.83417160229968,-6.360866730030087,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000061_post_disaster.json,153.02173913043478,7.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMzOA.DS00tlBC488MdlHPjZI8vgmYOr4,sunda-tsunami_00000062_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000062_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM0MA.rFgd_qsjHxkSh5MsJjkuX_Mc2ss,sunda-tsunami_00000063_post_disaster.png,105.83573450901538,-6.372114346226995,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000063_post_disaster.json,204.0,2.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM0Mg.a_SGSlRiqB7HzBAxL1OYVNznaAI,sunda-tsunami_00000064_post_disaster.png,105.83721257675995,-6.3979422771397765,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000064_post_disaster.json,135.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM0NA.eVUN61TJ2K5DtpvsonQOfMQU92M,sunda-tsunami_00000065_post_disaster.png,105.83655671726751,-6.351886023269666,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000065_post_disaster.json,91.0,5.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM0Ng.9IcSi-lRKG-kTr-dLSVsTTI5HOU,sunda-tsunami_00000066_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000066_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM0OA._UrGK2xuSad2iFl61_9TZyM05q4,sunda-tsunami_00000067_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000067_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM1MA.-ceRBrgw_qKFGjzLulHcSVwgTbg,sunda-tsunami_00000068_post_disaster.png,105.84302112735661,-6.3630749439089,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000068_post_disaster.json,5.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM1Mg.OsVMG-wiSWTqRiEJ6bMVAO5QFIM,sunda-tsunami_00000069_post_disaster.png,105.83908856816716,-6.3721283243807525,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000069_post_disaster.json,34.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM1NA.WN17i-D0wooxEkb8OImh0vyX7u4,sunda-tsunami_00000070_post_disaster.png,105.83873900475876,-6.400678202294421,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000070_post_disaster.json,153.02173913043478,1.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM1Ng.qJiwWPhguVJmFahX70oLWobY_qE,sunda-tsunami_00000071_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000071_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM1OA.oirRRpg6AR23UhWh7sIEQViMCy0,sunda-tsunami_00000072_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000072_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM2MA.XmbBh9jbk-Cy-auhEAMomyHZYP0,sunda-tsunami_00000073_post_disaster.png,105.84142778880651,-6.352910155232304,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000073_post_disaster.json,60.0,37.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM2Mg.rlzl8eaQoc7QoAZvPfvXoUU99ew,sunda-tsunami_00000074_post_disaster.png,105.84643919796088,-6.362227591443018,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000074_post_disaster.json,8.0,92.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM2NA.Sjn3wiR01SFSViPC0_QEq-kVUkY,sunda-tsunami_00000075_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000075_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM2Ng.qUR4JsFRFbtOWNuSojAeUL5SiI4,sunda-tsunami_00000076_post_disaster.png,105.82272194200878,-6.380808198639489,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000076_post_disaster.json,559.0,1.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM2OA.2RNRKVrZ5PV6F9wWtR-pd2-vZ7U,sunda-tsunami_00000077_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000077_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM3MA.NxDiq0YPuRVZbGTukFXi0X9tQ9o,sunda-tsunami_00000078_post_disaster.png,105.84699343363789,-6.3994750719059015,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000078_post_disaster.json,25.0,111.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM3Mg.s0crbQnbnsq-hL6CFhAh1opWh5k,sunda-tsunami_00000079_post_disaster.png,105.81010298061507,-6.396369032299365,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000079_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,2.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM3NA.9LvH43CeI0vuNm7I21Sks-7DXVQ,sunda-tsunami_00000080_post_disaster.png,105.84587449143409,-6.3532407643699695,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000080_post_disaster.json,74.0,141.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM3NQ.iAI6SsoAJsgpEh6MLvMeM0qPXkM,sunda-tsunami_00000081_post_disaster.png,105.84982994657895,-6.362379516158774,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000081_post_disaster.json,153.02173913043478,134.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM3Nw.53LIbJkusvEzhWi20av7Pmcu7sc,sunda-tsunami_00000082_post_disaster.png,105.8505960121577,-6.399217862447941,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000082_post_disaster.json,119.0,88.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM3OQ.gO6bWQ3g90Wt_fiEOLyvFcmeMto,sunda-tsunami_00000083_post_disaster.png,105.83075193445283,-6.390827975435691,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000083_post_disaster.json,11.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM4MQ.YwOwvAD-KIq1Yooa_IL03ctOIxg,sunda-tsunami_00000084_post_disaster.png,105.82689720003388,-6.380026552550191,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000084_post_disaster.json,474.0,1.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM4Mw.YDGLykP3hkHUmFpFMno2PqxzZCI,sunda-tsunami_00000085_post_disaster.png,105.84953501891219,-6.354048064494451,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000085_post_disaster.json,17.0,74.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM4NQ.-NCJ1onytBwRc7a6zAFfPBnLVgw,sunda-tsunami_00000086_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000086_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM4Nw.VuTYGPcuxPmIVNHDH8g9yEMN7ss,sunda-tsunami_00000087_post_disaster.png,105.83816718139084,-6.389928887473084,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000087_post_disaster.json,64.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM4OQ.tAZuPIPynNz58qSHhLLIQPYm1Ms,sunda-tsunami_00000088_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000088_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM5MQ.k8cYo1RjZGqSkUFzbd1Nm8FGVTI,sunda-tsunami_00000089_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000089_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM5Mw.ihtnFGTpqbuuRqux-IZQuOuNToY,sunda-tsunami_00000090_post_disaster.png,105.83132544169689,-6.3802534966745865,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000090_post_disaster.json,296.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM5NQ.DtPngIgWXHW4KPvIy0685FyDa9Y,sunda-tsunami_00000091_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000091_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM5Nw.0tTMB1DO7WoHvzbcGHTOxp44Ewo,sunda-tsunami_00000092_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000092_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjM5OQ.P97SQtkRUBrHIUUNjKwqTJgi5ZU,sunda-tsunami_00000093_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000093_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQwMQ.93SEWK9Z4hk4DShaPRz3QBcWvJs,sunda-tsunami_00000094_post_disaster.png,105.8294747784703,-6.233876189801716,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000094_post_disaster.json,153.02173913043478,1.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQwNA.u2OC7wW9ZmxV6og6NutzpHndUzg,sunda-tsunami_00000095_post_disaster.png,105.83451964860018,-6.379350294735021,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000095_post_disaster.json,13.0,5.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQwNg.CGLlKi0YaCSYa2URvSealWTYIEk,sunda-tsunami_00000096_post_disaster.png,105.84063221745157,-6.390825494408969,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000096_post_disaster.json,305.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQxMA.LaqRmz4yHnlXRTwyGyM_7kssaYY,sunda-tsunami_00000097_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000097_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQxNA.Gydqxoz-0jQn5z3rdP63cmm3XUQ,sunda-tsunami_00000098_post_disaster.png,105.83266100457726,-6.222732533790842,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000098_post_disaster.json,12.0,4.0,14.916666666666666,1.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQxNg.rfq8r9OxWwGbZo2Mbgf9Eh1zqro,sunda-tsunami_00000099_post_disaster.png,105.83206124105752,-6.2329393464967255,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000099_post_disaster.json,454.0,27.0,8.0,23.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQxOA.6NzbBYf04kWcHx3grGfEOpWrN8s,sunda-tsunami_00000100_post_disaster.png,105.841722758382,-6.380278977858489,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000100_post_disaster.json,10.0,2.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQxOQ.He5ZmLb7K239Mth1_xJjLqmm8fQ,sunda-tsunami_00000101_post_disaster.png,105.84581275549351,-6.392036755302732,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000101_post_disaster.json,25.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQyMQ.FoZJfE5MbNaT2Pplv7eYLWxUfwc,sunda-tsunami_00000102_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000102_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQyMw.7WYly2PWszVrNJtEqvcgGMhEZyw,sunda-tsunami_00000103_post_disaster.png,105.83655753421209,-6.2315197944414304,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000103_post_disaster.json,7.0,5.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQyNQ.eRWJwBW0c1Gc2FsLJ_DLoN_5b1s,sunda-tsunami_00000104_post_disaster.png,105.84965958956138,-6.391049473925518,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000104_post_disaster.json,57.0,12.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjQyNw._RngdsQKt2bIuRM7ySTdp57cLNE,sunda-tsunami_00000105_post_disaster.png,105.83981765782042,-6.231123505739353,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000105_post_disaster.json,82.0,24.0,14.916666666666666,6.25
